uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1100
9f0d5af7-bd0a-41b7-8281-e42dfe0d4248,,,Genitals,Organes génitaux,Genitals,Organes génitaux,,,Misc,Coded,,Normal;Abnormal;Not Seen,,,,,,,,,
60d4ddbc-9399-45d1-a873-5fcdb3fc9d3e,,,Morphological assessment,Évaluation morphologique,Morphological assessment,Évaluation morphologique,,,ConvSet,N/A,,,Arms;Legs;Brain;Heart;Lungs;Kidneys;Genitals,,,,,,,,
f19b4e41-e18e-4e17-a7ff-48a33315d504,,,Biparietal diameter,Diamètre biparétal,Biparietal diameter,Diamètre biparétal,,,Misc,Numeric,,,,,,,,,,,
b0277458-f1c8-43d7-a18a-996a9f183b65,,,Occ-frontal diameter,Diamètre occ-frontal,Occ-frontal diameter,Diamètre occ-frontal,,,Misc,Numeric,,,,,,,,,,,
96548d58-2335-4f6e-ae8b-c77fd8c6d051,,,Cranial circumference,Circonférence crânienne,Cranial circumference,Circonférence crânienne,,,Misc,Numeric,,,,,,,,,,,
1391f581-6ff8-463d-95f3-cd23af17e65e,,,Femur length,Longueur fémur,Femur length,Longueur fémur,,,Misc,Numeric,,,,,,,,,,,
fe37fd4a-31f1-48a7-adc4-e7833a7c6859,,,Humerus length,Longueur humérus,Humerus length,Longueur humérus,,,Misc,Numeric,,,,,,,,,,,
dd7a5da2-ce47-4eae-8e26-3317fc53f4da,,,Abdominal circumference,Circonference abdominale,Abdominal circumference,Circonference abdominale,,,Misc,Numeric,,,,,,,,,,,
c96709f0-f446-4081-98b1-494b562dd7b4,,,Estimated fetal weight,Poids fœtal estimé,Estimated fetal weight,Poids fœtal estimé,,,Misc,Numeric,,,,,g,,,,,,
f4d664f4-e6e5-47f7-8781-2255ebfacc97,,,Location of Placenta,Localisation de Placenta,Location of Placenta,Localisation de Placenta,,,Misc,Coded,,Anterior;Posterior;Praevia;Lateral,,,,,,,,,
83946617-9be2-5cc9-722c-19c2eb8179bc,,,Foetus Details Set,Détails du fœtus,Foetus Details,Détails du fœtus,,,ConvSet,N/A,,,Ultrasound Fetal heart rate;Ultrasound Presentation;Biparietal diameter; Occ-frontal diameter; Cranial circumference; Femur length; Humerus length; Abdominal circumference; Estimated fetal weight;,,,,,,,,
ca69545b-dfef-4210-b311-dc8a1d309311,,CIEL:540,Anterior,Antérieur,Anterior,Antérieur,,,Misc,N/A,,,,,,,,,,,
1f82cf3c-ce84-4c98-a35a-c37c45edc5fc,,CIEL:541,Posterior,Postérieur,Posterior,Postérieur,,,Misc,N/A,,,,,,,,,,,
cc4c6921-1d06-48f7-a7d8-a0c6664b515e,,CIEL:114127,Praevia,Praevia,Praevia,Praevia,,,Misc,N/A,,,,,,,,,,,
f5c721f6-7162-4533-9a83-4a4cd6997cb8,,CIEL:542,Lateral,Lateral,Lateral,Lateral,,,Misc,N/A,,,,,,,,,,,
730d5952-7f8a-41b7-add5-3b470335aea4,,,Fetal Sex,Sexe foetal,Fetal Sex,Sexe foetal,,,Misc,Coded,,Boy;Girl;Not Seen,,,,,,,,,
3ad7806a-d91a-4866-9b1b-f8e8613111fd,,,Amniotic liquid,Liquide amniotique,Amniotic liquid,Liquide amniotique,,,Misc,Text,,,,,,,,,,,
0c7dc1a3-e7de-40c0-8b75-5c8c3c513d57,,CIEL:150904,Abdominal Pregnancy,Grossesse abdominale,Abdominal Pregnancy,Grossesse abdominale,,,Diagnosis,N/A,,,,,,,,,,,
c9662450-d9f4-43c6-90d5-6172ec709283,,CIEL:112166,Tubal Pregnancy,Grossesse tubaire,Tubal Pregnancy,Grossesse tubaire,,,Diagnosis,N/A,,,,,,,,,,,
7fc52ed8-8397-4016-be5a-b4686ef8fa7e,,CIEL:114423,Ovarian Pregnancy,Grossesse ovarienne,Ovarian Pregnancy,Grossesse ovarienne,,,Diagnosis,N/A,,,,,,,,,,,
a999e659-d882-425e-b3db-a2d039d15ac6,,,Other Ectopic Pregnancy,Autre grossesse extra-utérine,Other Ectopic Pregnancy,Autre grossesse extra-utérine,,,Diagnosis,N/A,,,,,,,,,,,
b4b1d099-1932-4eda-bc72-7ba69b471b3a,,,Intrauterine Pregnancy,Grossesse intra-utérine,Intrauterine Pregnancy,Grossesse intra-utérine,,,Diagnosis,N/A,,,,,,,,,,,
309fba9e-7936-42e6-a7b6-d05830f5a432,,,Location of pregnancy,Localisation de la grossesse,Location of pregnancy,Localisation de la grossesse,,,Misc,Coded,,Intrauterine Pregnancy; Abdominal Pregnancy; Tubal Pregnancy; Ovarian Pregnancy; Other Ectopic Pregnancy,,,,,,,,,
05e696ee-9330-483d-8419-1c587a5dd84e,,,Cervical Length,Longueur cervicale,Cervical Length,Longueur cervicale,,,Misc,Numeric,,,,TRUE,cm,,,,,,
6422a83f-acc6-4953-8239-f18a0b6d90a4,,,Ultrasound Estimated date of delivery,Date prévue d'accouchement,Estimated date of delivery,Date prévue d'accouchement,,,Misc,Date,,,,,,,,,,,
9e071d37-ee01-4785-a756-7e4059ffe736,,CIEL:1438,Ultrasound Gestational Age,Âge gestationnel par ultrasons,Gestational Age,L'âge gestationnel,,,ConvSet,N/A,,,Number of Weeks; Number of Days,,,,,,,,
4d1f668f-f9b7-4e95-8436-53f37e8c643e,,,Other observations,Autres observations,Other observations,Autres observations,,,Misc,Text,,,,,,,,,,,
6a228d2d-87ca-4d84-a774-ebc0e26b55c9,,,Identified complications,Complications identifiées,Identified complications?,Complications identifiées?,,,Misc,Coded,,Yes; No,,,,,,,,,
1fac1715-4e6e-4f87-ad75-d4ecf8bbdbe8,,CIEL:1576,Complications,Complications,"If yes, which ones","Si oui, lesquelles",,,Misc,Text,,,,,,,,,,,
a3cfb4f1-2c5a-5596-4b6c-c006a02233f9,,,Obstetric ultrasound,"Échographie obstétricale ",Obstetric ultrasound,"Échographie obstétricale ",,,ConvSet,N/A,,,Foetus Details Set; Placenta; Amniotic liquid; Pregnancy duration; Other observations; Identified complications; Complications;,,,,,,,,
e8ef8004-2d43-43d9-be1d-f1f7f894f99c,,,Observations,Observations,Observations,Observations,,,Misc,Text,,,,,,,,,,,
53b255ca-66f2-702b-1c4f-5f4baba006fe,,,Other ultrasound,Autre échographie,Other ultrasound,Autre échographie,,,ConvSet,N/A,,,Observations,,,,,,,,
